comp_1,comp_2,comp_3,comp_4,comp_5,comp_6,priceUSD
0.07417116913018415,0.008777088622548907,-0.04986878250752235,0.04185763981924109,0.006174359233614095,-0.015146583410799372,94.715
0.09519340818028175,0.06192754890824639,-0.08638569731626553,-0.01661519536825748,0.02265005933744807,-0.056025040890778734,107.749
0.06504985422897187,0.02315900161963718,-0.0416007540726955,0.018874148973131662,0.027486187214946518,-0.016287542756456788,120.00299999999999
0.06579297820599027,-0.1178758474027645,0.023313565184065577,0.0359921877878055,-0.0012582643461794738,0.011415398348974521,123.56200000000001
0.05972324030828071,-0.10518557868248422,0.023879719046082788,0.03261020338122491,-0.004796075501543657,0.0060946694654683406,128.664
-0.00989849576233215,-0.00010575599962465339,0.014904127967468237,0.04335652448850695,-0.03451514575204793,0.01646275813966661,134.114
0.025398425121856052,0.023292376899056628,0.03110830005533852,0.018414441163076417,0.037027089543879184,0.02194220444081858,142.08
0.013030125646342428,0.028272906798483127,0.030080454184159944,0.011007332602653245,0.024061047353193667,0.03910977758741362,163.561
0.011730847590251066,0.027209109660702203,0.02648284576099352,0.013068088377784268,0.022154712102038242,0.03931131358192731,195.39700000000002
0.006601839735728951,-0.0031140598768568334,-0.01623410874104366,-0.015243664958688397,0.014076063513417987,0.013025741418123462,178.5
0.0073733511245028605,0.003533250318473876,0.011155592895007902,0.0009306743733075258,0.00839568288604665,-0.0010096209997116853,115.0
0.014831338053787455,0.02733528389862281,0.034941904011976506,0.004907736581498578,0.0323361712300244,0.022340573126421348,92.446
0.06578025919627634,0.02366045243439421,-0.012865340512014397,0.00728485431564607,0.02599299676523634,-0.019492050061315772,98.435
-0.025149844583636036,0.013707591328243611,0.005775438996314677,-0.020701222548140847,0.024210494076679998,-0.002508261851017515,91.84899999999999
0.022627435119625765,0.05364518455738461,0.008655819993803713,0.029875628535758873,0.00463023851618584,0.023316585188293302,87.10799999999999
0.08401540031613934,0.009881565112281047,-0.054061471239808985,0.03986402316620479,-0.014137628478237525,-0.008000559832444132,75.043
0.09214556769327423,0.01113159120852839,-0.05636407406462435,0.03928188520381409,-0.02702523783003204,-0.003744634280575935,77.734
0.09531693876521784,0.012217031398552698,-0.054442710055557536,0.037217611936926354,-0.03445584813170263,-0.0002877169813636555,94.679
0.10114851848852698,0.013741455148475712,-0.05055768322418096,0.03211572866192046,-0.0444537587912728,-0.0006737901873733212,106.7
0.10886447560842538,0.010795591334503285,-0.03881926266752942,0.013125157691445056,-0.06303970006168011,-0.03604078283019243,114.48
0.08302988390218438,0.009823365626112567,-0.05376221599283491,0.04111462293249974,-0.009039553638365554,-0.010016737687119233,114.295
0.09038335558587762,0.010973964206219987,-0.05574308943005168,0.04009049030230914,-0.021743844893435425,-0.005530821751743761,113.535
0.09573931390656346,0.012102098956162505,-0.055321589926884705,0.0381947652048867,-0.031204118404187024,-0.0028634529665072777,120.78
0.10323945067467825,0.01328276813872395,-0.05308634874770194,0.033738565779124,-0.043010966225230964,-0.005223740675234288,134.8
0.11113023448423429,0.010338115650723984,-0.043435769761751904,0.01849462339414578,-0.05682680986280504,-0.030358978744953587,139.74
0.08201582953542476,0.009663678113050942,-0.053535315962479485,0.04125939789119139,-0.007279142051319669,-0.010681858248114962,132.945
0.09009110509682745,0.010712935870823061,-0.05646087947548478,0.040249076177466404,-0.021689792340937708,-0.00564548358274591,126.316
0.09370459116909086,0.011631353535159561,-0.05598665358500007,0.039113914483369254,-0.028716942114078436,-0.002741283632732535,124.045
0.09832657016169735,0.012936217600032947,-0.053368536096187656,0.03563785925949319,-0.038274078143151646,-0.0003602535385032847,130.56
0.10754580685938016,0.01295702454986525,-0.04517534907973799,0.022714586858787612,-0.05642528741938108,-0.01867516786999902,134.465
-0.0011111197337576758,-0.0005479398361220208,-0.01301143379760857,0.02770365010875097,0.07759067999231957,-0.03218629549817769,124.662
-0.0030680903617333224,-0.0027488812600863968,-0.022250839921013565,0.02644481073386673,0.05427706573687236,-0.01411133512956293,111.04899999999999
-0.004292885814083707,-0.0009247966467458664,-0.031098151255851754,0.036077859359113056,0.05133736074603453,0.018555090455366616,102.694
-0.005575373908846408,0.009123555502955977,-0.03808987046506937,0.04540175660976502,0.038260190140108445,0.08398309775890865,105.04
-0.015546697507283524,0.029602830083842454,-0.0365455502783915,0.05417540857591305,-0.0633216243142308,0.09920458271982516,113.464
-0.0001673477856173289,2.6512258541527593e-05,-0.007182787665004676,0.01959659181055952,0.05429701526442415,-0.02429677695937327,113.005
-0.0009262797617071307,-0.0020442745504377774,-0.009106993129490896,0.009961374578970015,0.026690242691061888,-0.012903319710489141,110.375
-0.0012591223176392048,-0.0028371108149698528,-0.014491344009651231,0.014897368085978987,0.031897856861921536,-0.013964077485536457,109.595
-0.001342695205689593,-0.0018590461227139263,-0.021688705654912054,0.031360295216706344,0.05732703999407654,-0.011278798787842602,108.42
-0.00022836591799730343,0.007138008744716332,-0.029328789654126497,0.04127497281371319,0.04011902215993024,0.04257471138525999,110.54
0.032640280618845156,0.022785529759534844,-0.01545449789929629,0.00475791612469482,-0.013709709441973663,-0.007497101703959985,112.50299999999999
0.04647239039214845,0.034585942788824486,-0.022007929005182857,0.004529675432171392,-0.0023837071184695012,-0.01111097098695211,111.738
0.04637745098937937,0.039439933866058256,-0.01632601008817225,0.006428883803090883,-0.0023948964653181227,-0.0013705671479953385,112.241
0.058993476985648254,0.05563908202161362,-0.009168660696660485,0.004842865815559529,-0.009779019552725874,-0.005368957638481457,108.635
0.0532662712445064,0.04706336034038289,0.01970543051207554,-0.03323779602849261,-0.014247064098281848,-0.05834197940142513,104.575
0.015601106155342628,0.015294519124866818,-0.006006117037873366,0.007626302326589859,-0.004324101611019275,0.001817259143406992,107.0
0.026779989804742544,0.028793875274103573,-0.006729240303841211,0.012399847750473786,0.0016268909253852155,0.006849340921031255,110.492
0.025988034692718848,0.0313889839352116,-8.415676561379568e-05,0.011634013060886487,0.003347598884997016,0.01628244862861635,112.815
0.04040105797323631,0.052633089944110215,0.013750414088679939,0.01121338627477973,0.0005222506723451105,0.01759071060240515,112.905
0.0313875482785374,0.036724542065169945,0.037689057977194504,-0.03432980784698483,-0.0054297777838357075,-0.045172250191068304,113.2
-0.0005247845079326528,0.0006269686586564333,-0.019672707403138253,0.05785801117640528,0.16073742082246062,-0.07075861939084015,115.28
-0.001561860271340849,-0.0007649314178278059,-0.02003840102653167,0.043275547651530834,0.11875274254970042,-0.04768168024572435,116.686
-0.0022961922404805216,-0.001007378889666035,-0.022982895695391865,0.04042339768885653,0.10468124400314541,-0.033059971901355456,118.696
-0.003297152791394708,0.0006634431558254797,-0.029194260946515567,0.043136667749858054,0.09904024866026788,-0.012261983590584448,124.605
-0.006161533832251862,0.007605259999090197,-0.03928689734365276,0.04970036969588989,0.07794093395143112,0.019538810914865045,127.725
-0.0005975258925340339,0.0016282687829362803,-0.007103890164075665,0.024246512305575993,0.07063306383064287,-0.030643866966099165,128.75
-0.0012836072354099135,-5.491749710128891e-06,-0.007379984870273698,0.013109386620005246,0.033925198172215586,-0.013015618917837084,128.355
-0.0017704777548016922,-0.0001205140174153046,-0.010810238907754776,0.017181887871990858,0.038120656131645926,-0.012452488923857374,125.725
-0.0031299805770213544,0.0011753510780975036,-0.020494746812594607,0.04009417583984575,0.08570886484865015,-0.019009217182432005,126.43
-0.004293759200411261,0.008877624806017755,-0.027588629389038014,0.04119790128899824,0.06166907154564679,0.0368232918552954,127.245
0.09654767287153126,0.06227149095790554,-0.08482491744367004,-0.026685584049467925,-0.005009270885505389,-0.04310684310252816,126.42399999999999
0.09837476995034786,0.06264535014074056,-0.08321507637137154,-0.03429025016861579,-0.02322181898547348,-0.03536499374623141,126.90899999999999
0.10017348328672265,0.06290580257835536,-0.08137437248914361,-0.03929291425436895,-0.03149624090900764,-0.03191195034482489,124.135
0.1018882764263228,0.0621048431953467,-0.07666153365606113,-0.046189543272350676,-0.03898543639027894,-0.03768465715362389,120.333
0.10650750971072777,0.05753143618218933,-0.06654989019047607,-0.055840641208890714,-0.04481730152923799,-0.07092733989446655,119.685
0.09654379764412374,0.06231898359396793,-0.08523453696898181,-0.024613884543665605,0.0011940056736666964,-0.04606520139847486,120.096
0.0984619547797434,0.06285946451008442,-0.0840034239920687,-0.03169684243678087,-0.015543361291331433,-0.03896528196038651,119.38799999999999
0.10037559234080154,0.06313650652181778,-0.08218603775574447,-0.03751712333844149,-0.026301623360776256,-0.0363158962133126,115.014
0.10226560506087784,0.062350000458861174,-0.07805319075957387,-0.04416926022460514,-0.035454367069877014,-0.040781576128104936,110.585
0.1073233504980432,0.057842872941879626,-0.06907193420316037,-0.05327762107151883,-0.04038672476640116,-0.06388375139931678,105.935
0.09617216548000349,0.06222046036374764,-0.08544794518879248,-0.02336583463332045,0.004132979731421441,-0.04725324817844893,104.06
0.09781156536935465,0.06265288536262538,-0.08422552524884432,-0.030968177018388283,-0.015255746657723147,-0.03882809690054993,106.555
0.099313295734697,0.06297206635546149,-0.08293202760683316,-0.035563407379892234,-0.024477474167302813,-0.03481829036807985,108.05
0.10117510127724093,0.06281980640582581,-0.0798156081986652,-0.04201147946690219,-0.03397695903678533,-0.03442386963986366,106.945
0.10455831036583225,0.06010959802622213,-0.07120427910322616,-0.05183382795609666,-0.0430540920042169,-0.056029618155940555,102.855
-0.0009481946450626277,0.0017546808488971,-0.008775243764817855,0.02410326124975776,0.069011579171557,-0.0327339737144272,100.25
-0.002913552752273191,0.003498934815491117,-0.013990338170295246,0.025191479684655394,0.050931000106724425,-0.014341039991577048,100.355
-0.005149463361538537,0.006591112797973342,-0.019796730508092747,0.027161089068511696,0.04207149001413025,0.025517709479750027,100.846
-0.009033485980364943,0.01243429710817991,-0.021732677092316993,0.01502943903190185,0.018595719023821667,0.06736666052439885,103.663
-0.0365554583194188,0.0328260129243378,-0.03448340998585807,0.005001024598725808,-0.056228836745825884,0.09425903809962463,105.104
-0.0001564356870268249,0.0013188639765424834,-0.006218752905506831,0.01970714984875715,0.055006770368872,-0.026678603835710888,105.82600000000001
-0.0007730910239443252,0.0013432763356345091,-0.007253886956347739,0.014099375830100987,0.034218340408507346,-0.01847850179760049,106.072
-0.0013388162515003603,0.002569362064173028,-0.01236336855111545,0.020706503159941908,0.04219850572222044,-0.01935094847071852,103.671
-0.001783444092298984,0.005227881109438263,-0.019742724020904913,0.03318917404980786,0.06690749632844299,-0.005891037854893033,101.679
-0.004222870100073314,0.01722339630102093,-0.030898400183320872,0.03067470926296509,0.04463753069654774,0.04243187916933521,98.478
0.010462685693222706,-0.025147210280339595,-0.015493687554542135,-0.046816185023035826,0.014955110225480087,-0.03498498338028914,97.24700000000001
0.014836351533796642,-0.03402079084398305,-0.029020325181606507,-0.0666600911093813,0.029591397897782253,-0.05465939367607595,98.0
0.016797625291677862,-0.036663617336506485,-0.03888408877682471,-0.07889500137858428,0.03601694900160144,-0.06697290696483138,96.6
0.0199572053849768,-0.037605066055199525,-0.05013009122200536,-0.08909942910322931,0.038895108430167094,-0.06798637425947264,92.242
0.032925279605215345,-0.027864717797551473,-0.05602558965937662,-0.07233453460152826,0.07303500093722136,-0.03934088122318781,89.28299999999999
